Product,Price,Image,Link,CPU,RAM,Storage,Graphics,Screen,Status,OS,Size,Connector,Brand
Asus Gaming TUF Dash F15 FX517ZR i7 12650H (HN086W),34.990.00,https://cdn.tgdd.vn/Products/Images/44/299061/asus-tuf-gaming-fx517z-i7-hn086w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517z-i7-hn086w,"i7, 12650H, 2.30 GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3070 8GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm - Nặng 2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Asus Gaming ROG Strix G16 G614JU i5 13450HX (N3135W),36.990.000,https://cdn.tgdd.vn/Products/Images/44/305666/asus-gaming-rog-strix-g16-g614ju-i5-n3135w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ju-i5-n3135w,"i5, 13450HX, 2.4GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4050 6GB","16"", WUXGA (1920 x 1200), 165Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 264 mm - Dày 22.6 ~ 30.4 mm - Nặng 2.5 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Asus Gaming ROG Strix G15 G513R R9 6900HX (HQ152W),38.990.000,https://cdn.tgdd.vn/Products/Images/44/302171/asus-gaming-rog-strix-g15-g513r-r9-hq152w-180223-054023-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g15-g513r-r9-hq152w,"Ryzen 9, 6900HX, 3.3GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz",1 TB SSD,"Card rời, RTX 3070Ti 8GB","15.6"", WQHD (2560 x 1440), 165Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 259 mm - Dày 22.6 ~ 27.2 mm - Nặng 2.3 kg,"USB Type-C, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
LG gram 2023 i7 1360P (14Z90R-G.AH75A5),36.490.00,https://cdn.tgdd.vn/Products/Images/44/306794/lg-gram-2023-i7-14z90rgah75a5-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lg-gram-2023-i7-14z90rgah75a5,"i7, 1360P, 2.2GHz","16 GB, LPDDR5 (Onboard), 6000 MHz","512 GB SSD NVMe PCIe Gen 4.0, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng","Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm - Nặng 0.999 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)",LG
LG gram Style 2023 i5 1340P (14Z90RS-G.AH54A5),36.490.00,https://cdn.tgdd.vn/Products/Images/44/306797/lg-gram-style-2023-i5-14z90rsgah54a5-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lg-gram-style-2023-i5-14z90rsgah54a5,"i5, 1340P, 1.9GHz","16 GB, LPDDR5 (Onboard), 6000 MHz","512 GB SSD NVMe PCIe Gen 4.0, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng","Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED 16:10, 90Hz",New,Windows 11 Home SL,Dài 311.6 mm - Rộng 213.9 mm - Dày 15.9 mm - Nặng 0.999 kg,"Jack tai nghe 3.5 mm, 1 x USB 3.2, 2 x USB Type-C (hỗ trợ Power Delivery, DisplayPort, Thunderbolt 4)",LG
Asus Zenbook S 13 OLED UX5304VA i7 1355U (NQ125W),39.990.0,https://cdn.tgdd.vn/Products/Images/44/308000/asus-zenbook-s-13-oled-ux5304va-i7-nq125w-thumb-450x300.jpg,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq125w,"i7, 1355U, 1.7GHz","16 GB, LPDDR5 (Onboard), 5500 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Intel Iris Xe","13.3"", 2.8K (2880 x 1800) - OLED 16:10",New,Windows 11 Home SL,Dài 296.2 mm - Rộng 216.3 mm - Dày 10.9 ~ 11.8 mm - Nặng 1 kg,"2 x Thunderbolt 4 hỗ trợ display / power delivery, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
MacBook Pro 13 inch M2 2022 10-core GPU,38.390.000,https://cdn.tgdd.vn/Products/Images/44/283464/apple-macbook-pro-m2-2022-16gb-600x600.jpg,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,"Apple M2, 100GB/s",16 GB,512 GB SSD,"Card tích hợp, 10 nhân GPU","13.3"", Retina (2560 x 1600)",New,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,"Jack tai nghe 3.5 mm, 2 x Thunderbolt 3",MACBOOK
MacBook Air 13 inch M2 2022 10-core GPU,39.690.000,https://cdn.tgdd.vn/Products/Images/44/289441/apple-macbook-air-m2-2022-16gb-600x600.jpg,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,"Apple M2, 100GB/s",16 GB,512 GB SSD,"Card tích hợp, 10 nhân GPU","13.6"", Liquid Retina (2560 x 1664)",New,Mac OS,Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - Nặng 1.24 kg,"Jack tai nghe 3.5 mm, MagSafe 3, 2 x Thunderbolt 3",MACBOOK
Asus Gaming ROG Strix G16 G614JU i7 13650HX (N3777W),40.790.000,https://cdn.tgdd.vn/Products/Images/44/305664/asus-gaming-rog-strix-g16-g614ju-i7-n3777w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ju-i7-n3777w,"i7, 13650HX, 2.6GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4050 6GB","16"", WUXGA (1920 x 1200), 165Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 264 mm - Dày 22.6 ~ 30.4 mm - Nặng 2.5 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Asus Gaming ROG Zephyrus G16 GU603VU i7 13620H (N3898W),41.790.000,https://cdn.tgdd.vn/Products/Images/44/305740/asus-gaming-rog-zephyrus-g16-gu603vu-i7-n3898w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-zephyrus-g16-gu603vu-i7-n3898w,"i7, 13620H, 2.4GHz","16 GB, DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời), 3200 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4050 6GB","16"", WUXGA (1920 x 1200), 165Hz",New,Windows 11 Home SL,Dài 355 mm - Rộng 243 mm - Dày 20.5 ~ 22.9 mm - Nặng 2 kg,"1 x Thunderbolt 4 (hỗ trợ display/power delivery), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
LG gram 2023 i7 1360P (16Z90R-G.AH76A5),43.990.00,https://cdn.tgdd.vn/Products/Images/44/306793/lg-gram-2023-i7-16z90rgah76a5-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lg-gram-2023-i7-16z90rgah76a5,"i7, 1360P, 2.2GHz","16 GB, LPDDR5 (Onboard), 6000 MHz","512 GB SSD NVMe PCIe Gen 4.0, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng","Card tích hợp, Intel Iris Xe","16"", WQXGA (2560 x 1600)",New,Windows 11 Home SL,Dài 355.1 mm - Rộng 241.3 mm - Dày 15.9 mm - Nặng 1.999 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x USB Type-C (hỗ trợ Power Delivery, DisplayPort, Thunderbolt 4)",LG
Surface Pro 9 i7 1255U,42.990.00,https://cdn.tgdd.vn/Products/Images/44/305459/surface-pro-9-i7-thumb-cảm-ứng-600x600.jpg,https://www.thegioididong.com/laptop/surface-pro-9-i7,"i7, 1255U, 1.7GHz","16 GB, LPDDR5 (Onboard), 4800 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","13"", 2880 x 1920, 120Hz",New,Windows 11 Home SL,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"1 x Surface Connect, 2 x USB-C with USB 4.0/ Thunderbolt 4",MICROSOFT
Asus TUF Gaming F15 FX507VV4 i9 13900H (LP382W),39.990.000,https://cdn.tgdd.vn/Products/Images/44/305662/asus-tuf-gaming-f15-fx507vv4-i9-lp382w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vv4-i9-lp382w,"i9, 13900H, 2.6GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4060 8GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm - Nặng 2.2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
HP Omen 16 n0087AX R7 6800H (7C0T7PA),45.790.000,https://cdn.tgdd.vn/Products/Images/44/302981/hp-omen-16-n0087ax-r7-7c0t7pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-omen-16-n0087ax-r7-7c0t7pa,"Ryzen 7, 6800H, 3.2GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, 1 TB SSD","Card rời, RTX 3060 6GB","16.1"", QHD (2560 x 1440), 165Hz",New,Windows 11 Home SL,Dài 369 mm - Rộng 248 mm - Dày 23 mm - Nặng 2.35 kg,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP
HP Elitebook Dragonfly G3 i7 1255U (6Z980PA),47.490.000,https://cdn.tgdd.vn/Products/Images/44/302984/hp-elitebook-dragonfly-g3-i7-6z980pa-070323-114211-600x600.jpg,https://www.thegioididong.com/laptop/hp-elitebook-dragonfly-g3-i7-6z980pa,"i7, 1255U, 1.7GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",1 TB SSD,"Card tích hợp, Intel Iris Xe","13.5"", WUXGA+ (1920 x 1280)",New,Windows 11 Pro,Dài 297.4 mm - Rộng 220.4 mm - Dày 16.4 mm - Nặng 0.99 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x SuperSpeed USB Type-A , 2 x Thunderbolt 4 (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP
Asus Gaming ROG Strix G17 G713RW R9 6900HX (LL178W),43.990.000,https://cdn.tgdd.vn/Products/Images/44/302172/asus-gaming-rog-strix-g17-g713r-r9-ll178w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g17-g713r-r9-ll178w,"Ryzen 9, 6900HX, 3.3GHz","32 GB, DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB), 4800 MHz",1 TB SSD,"Card rời, RTX 3070Ti 8GB","17.3"", WQHD (2560 x 1440), 240Hz",New,Windows 11 Home SL,Dài 395 mm - Rộng 282 mm - Dày 23.4 ~ 28.3 mm - Nặng 2.9 kg,"USB Type-C, LAN (RJ45), 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Lenovo ThinkPad X1 Carbon Gen 10 i7 1260P (21CB00A8VN),40.490.00,https://cdn.tgdd.vn/Products/Images/44/292926/lenovo-thinkpad-x1-carbon-gen-10-i7-21cb00a8vn-311022-104429-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-gen-10-i7-21cb00a8vn,"i7, 1260P, 2.1GHz","16 GB, LPDDR5 (Onboard), 5200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 315.6 mm - Rộng 222.5 mm - Dày 15.36 mm - Nặng 1.12 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 1 x USB 3.2, 2 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 and DisplayPort 1.4)",LENOVO
Asus Zenbook S 13 OLED UX5304VA i7 1355U (NQ126W),46.490.000,https://cdn.tgdd.vn/Products/Images/44/308001/asus-zenbook-s-13-oled-ux5304va-i7-1355u-32gb-1tb-tui-win11-nq126w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq126w,"i7, 1355U, 1.7GHz","32 GB, LPDDR5 (Onboard), 5500 MHz",1 TB SSD NVMe PCIe Gen 4,"Card tích hợp, Intel Iris Xe","13.3"", 2.8K (2880 x 1800) - OLED 16:10",New,Windows 11 Home SL,Dài 296.2 mm - Rộng 216.3 mm - Dày 10.9 ~ 11.8 mm - Nặng 1 kg,"2 x Thunderbolt 4 hỗ trợ display / power delivery, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
Dell Gaming Alienware m15 R6 i7 11800H (P109F001DBL),61.990.0,https://cdn.tgdd.vn/Products/Images/44/271545/dell-gaming-alienware-m15-r6-i7-p109f001dbl-020322-112012-600x600.jpg,https://www.thegioididong.com/laptop/dell-gaming-alienware-m15-r6-i7-p109f001dbl,"i7, 11800H, 2.30 GHz","32 GB, DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB), 3200 MHz","1 TB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB M.2 2280 PCIe Gen 4 x 4 NVMe / 1 TB M.2 2280 PCIe Gen 3 x 4 NVMe), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3060 6GB","15.6"", Full HD (1920 x 1080) , 165Hz",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 356.2 mm - Rộng 272.5 mm - Dày 19.2 mm - Nặng 2.69 kg,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C",DELL
HP Elitebook X360 1040 G9 i7 1255U (6Z982PA),45.090.000,https://cdn.tgdd.vn/Products/Images/44/302983/hp-elitebook-x360-1040-g9-i7-6z982pa-070323-112809-600x600.jpg,https://www.thegioididong.com/laptop/hp-elitebook-x360-1040-g9-i7-6z982pa,"i7, 1255U, 1.7GHz","16 GB, DDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Pro,Dài 315.6 mm - Rộng 225.6 mm - Dày 19.2 mm - Nặng 1.35 kg,"HDMI, Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 2 x Thunderbolt 4 with USB-C (USB Power Delivery, DisplayPort 1.4)",HP
HP Envy 16 h0207TX i7 12700H (7C0T4PA),46.890.000,https://cdn.tgdd.vn/Products/Images/44/302979/hp-envy-16-h0207tx-i7-7c0t4pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-envy-16-h0207tx-i7-7c0t4pa,"i7, 12700H, 2.30 GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz","512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","Card rời, RTX 3060 6GB","16"", 4K/UHD+ (3840 x 2400) OLED ",New,Windows 11 Home SL,Dài 357.4 mm - Rộng 251.8 mm - Dày 19.9 mm - Nặng 2.32 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x Thunderbolt 4 with USB-C (USB Power Delivery, DisplayPort 1.4)",HP
LG gram 2023 i7 1360P (17Z90R-G.AH78A5),47.990.00,https://cdn.tgdd.vn/Products/Images/44/306795/lg-gram-2023-i7-17z90rgah78a5-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lg-gram-2023-i7-17z90rgah78a5,"i7, 1360P, 2.2GHz","16 GB, LPDDR5 (Onboard), 6000 MHz","1 TB SSD NVMe PCIe Gen 4, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng","Card tích hợp, Intel Iris Xe","17"", WQXGA (2560 x 1600)",New,Windows 11 Home SL,Dài 378.8 mm - Rộng 258.8 mm - Dày 17.8 mm - Nặng 1.35 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)",LG
Dell XPS 17 9710 i7 11800H (XPS7I7001W1),49.990.00,https://cdn.tgdd.vn/Products/Images/44/268712/dell-xps-17-9710-i7-xps7i7001w1-1-600x600.jpg,https://www.thegioididong.com/laptop/dell-xps-17-9710-i7-xps7i7001w1,"i7, 11800H, 2.30 GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 3050 4GB","17"", 4K/UHD+ (3840 x 2400)",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 374.48 mm - Rộng 248.08 mm - Dày 13.15 mm - Nặng 2.53 kg,"Jack tai nghe 3.5 mm, 4 x  Thunderbolt 4",DELL
Asus Gaming ROG Flow Z13 GZ301VU i9 13900H (MU301W),54.190.000,https://cdn.tgdd.vn/Products/Images/44/307930/asus-gaming-rog-flow-z13-gz301vu-i9-mu301w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-flow-z13-gz301vu-i9-mu301w,"i9, 13900H, 2.6GHz","16 GB, LPDDR5 (Onboard), 5200 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB), 1 TB SSD NVMe PCIe Gen 4","Card rời, RTX 4050 6GB","13.4"", QHD+ (2560 x 1600), 165Hz",New,Windows 11 Home SL,Dài 302 mm - Rộng 206 mm - Dày 12.9 ~ 14.2 mm - Nặng 1.18 kg,"USB Type-C, 1 x Thunderbolt 4 (hỗ trợ display/power delivery), Jack tai nghe 3.5 mm, 1 x USB 3.2, 1x ROG XG Mobile Interface",ASUS
Asus Gaming ROG Zephyrus M16 GU604VI i9 13900H (NM779W),75.990.000,https://cdn.tgdd.vn/Products/Images/44/305742/asus-gaming-rog-zephyrus-m16-gu604vi-i9-nm779w-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-zephyrus-m16-gu604vi-i9-nm779w,"i9, 13900H, 2.6GHz","32 GB, DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4070 8GB","16"", QHD+ (2560 x 1600), 240Hz",New,Windows 11 Home SL,Dài 355 mm - Rộng 246 mm - Dày 19.9 ~ 22.3 mm - Nặng 2.1 kg,"1 x Thunderbolt 4 (hỗ trợ display/power delivery), HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
Asus Gaming ROG Strix G16 G614JI i7 13650HX (N4084W),56.990.000,https://cdn.tgdd.vn/Products/Images/44/305663/asus-gaming-rog-strix-g16-g614ji-i7-n4084w-thumblap-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-g16-g614ji-i7-n4084w,"i7, 13650HX, 2.6GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4070 8GB","16"", QHD+ (2560 x 1600), 240Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 264 mm - Dày 22.6 ~ 30.4 mm - Nặng 2.5 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
MSI Gaming GS66 Stealth 11UG i7 11800H (219VN),50.990.000,https://cdn.tgdd.vn/Products/Images/44/249147/msi-gaming-gs66-stealth-11ug-i7-219vn-600x600.jpg,https://www.thegioididong.com/laptop/msi-gaming-gs66-stealth-11ug-i7-219vn,"i7, 11800H, 2.30 GHz","32 GB, DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB), 3200 MHz","2 TB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 3070 Max-Q 8GB","15.6"", Full HD (1920 x 1080) , 360Hz",New,Windows 10 Home SL,Dài 358.3 mm - Rộng 248 mm - Dày 19.8 mm - Nặng 2.1 Kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C",MSI
HP Envy 16 h0205TX i9 12900H (7C0T2PA),58.990.000,https://cdn.tgdd.vn/Products/Images/44/302980/hp-envy-16-h0205tx-i9-7c0t2pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-envy-16-h0205tx-i9-7c0t2pa,"i9, 12900H, 2.5GHz","32 GB, DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB), 4800 MHz","512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","Card rời, RTX 3060 6GB","16"", 4K/UHD+ (3840 x 2400) OLED ",New,Windows 11 Home SL,Dài 357.4 mm - Rộng 251.8 mm - Dày 19.9 mm - Nặng 2.32 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x Thunderbolt 4 with USB-C (USB Power Delivery, DisplayPort 1.4)",HP
Asus Gaming ROG Strix SCAR 17 G733PZ R9 7945HX (LL980W),84.500.000,https://cdn.tgdd.vn/Products/Images/44/305745/asus-gaming-rog-strix-scar-17-g733pz-r9-ll980w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-scar-17-g733pz-r9-ll980w,"Ryzen 9, 7945HX, 2.5GHz","32 GB, DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB), 1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 4080 12GB","17.3"", WQHD (2560 x 1440), 240Hz",New,Windows 11 Home SL,Dài 395 mm - Rộng 282 mm - Dày 23.4 ~ 28.3 mm - Nặng 3 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC), 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
HP Omen 16 n0085AX R9 6900HX (7C144PA),56.690.000,https://cdn.tgdd.vn/Products/Images/44/302982/hp-omen-16-n0085ax-r9-7c144pa-thumb-fix-600x600.jpg,https://www.thegioididong.com/laptop/hp-omen-16-n0085ax-r9-7c144pa,"Ryzen 9, 6900HX, 3.3GHz","32 GB, DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB), 4800 MHz","Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, 1 TB SSD","Card rời, RTX 3070Ti 8GB","16.1"", QHD (2560 x 1440), 165Hz",New,Windows 11 Home SL,Dài 369 mm - Rộng 248 mm - Dày 23 mm - Nặng 2.35 kg,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP
Asus Gaming ROG Strix SCAR 18 G834JY i9 13980HX (N6039W),118.000.000,https://cdn.tgdd.vn/Products/Images/44/302473/asus-gaming-rog-strix-scar-18-g834jy-i9-n6039w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-scar-18-g834jy-i9-n6039w,"i9, 13980HX, 2.2GHz","64 GB, DDR5 2 khe (1 khe 32 GB + 1 khe 32 GB), 4800 MHz",2 TB SSD,"Card rời, RTX 4090 16GB","18 inch, WQXGA (2560 x 1600), 240Hz",New,Windows 11 Home SL,Dài 399 mm - Rộng 294 mm - Dày 23.1 ~ 30.8 mm - Nặng 3.1 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC), 1 x Thunderbolt 4 (hỗ trợ DisplayPort / G-SYNC)",ASUS
